2026/03/13 00:31:23 INFO  : _assets: Set directory modification time (using SetModTime)
2026/03/13 00:33:17 INFO  : Portfolio/2026-wellpath/wellpath/android/local.properties: Copied (replaced existing)
2026/03/13 00:33:17 INFO  : Systems/Sconl/Spark/GitHub/Sconl/.git/logs/refs/remotes/origin/main: Copied (replaced existing)
2026/03/13 00:33:17 INFO  : Portfolio/2026-wellpath/wellpath/android/settings.gradle.kts: Copied (replaced existing)
2026/03/13 00:33:17 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/History: Copied (replaced existing)
2026/03/13 00:33:18 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Network Persistent State: Copied (replaced existing)
2026/03/13 00:33:19 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Network Action Predictor: Copied (replaced existing)
2026/03/13 00:33:19 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Login Data: Copied (replaced existing)
2026/03/13 00:33:19 INFO  : Portfolio/2026-wellpath/wellpath/.git/logs/HEAD: Copied (replaced existing)
2026/03/13 00:33:20 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Preferences: Copied (replaced existing)
2026/03/13 00:33:20 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Reporting and NEL: Copied (replaced existing)
2026/03/13 00:33:21 INFO  : Systems/Sconl/Spark/GitHub/Sconl/.git/refs/remotes/origin/main: Copied (replaced existing)
2026/03/13 00:33:22 INFO  : 
Transferred:   	   15.748 MiB / 159.353 MiB, 10%, 355.081 KiB/s, ETA 6m54s
Errors:                 1 (retrying may help)
Checks:              1543 / 1543, 100%, Listed 4890
Transferred:          177 / 325, 54%
Elapsed time:       2m0.0s
Transferring:
 * Portfolio/2026-wellpat….cache.dill.track.dill:  5% /56.017Mi, 1.193Mi/s, 44s
 * Portfolio/2026-wellpat….cache.dill.track.dill:  2% /58.591Mi, 573.997Ki/s, 1m42s
 * Portfolio/2026-wellpat…vice/Default/Shortcuts:100% /20Ki, 19.971Ki/s, 0s
 * Portfolio/2026-wellpat…vice/Default/Top Sites:100% /20Ki, 19.993Ki/s, 0s

2026/03/13 00:33:22 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Shortcuts: Copied (replaced existing)
2026/03/13 00:33:23 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Top Sites: Copied (replaced existing)
2026/03/13 00:33:24 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/TransportSecurity: Copied (replaced existing)
2026/03/13 00:33:26 INFO  : Portfolio/2026-wellpath/wellpath/assets/animated-gifs/20260312_asset_animated_text_wellpath_landing_page_header_v1.0.0.gif: Copied (new)
2026/03/13 00:33:26 INFO  : Portfolio/2026-wellpath/wellpath/android/app/build.gradle.kts: Copied (replaced existing)
2026/03/13 00:33:27 INFO  : Portfolio/2026-wellpath/wellpath/lib/main.dart: Copied (replaced existing)
2026/03/13 00:33:28 INFO  : Portfolio/2026-wellpath/wellpath/lib/landing_page.dart: Copied (replaced existing)
2026/03/13 00:33:29 INFO  : Systems/QSpace/2026-qspace-pages/pages/android/app/src/main/java/io/flutter/plugins/GeneratedPluginRegistrant.java: Copied (replaced existing)
2026/03/13 00:33:30 INFO  : Portfolio/2026-wellpath/wellpath/.git/logs/refs/heads/dev: Copied (replaced existing)
2026/03/13 00:33:31 INFO  : Portfolio/2026-wellpath/wellpath/.git/logs/refs/heads/main: Copied (replaced existing)
2026/03/13 00:33:31 INFO  : Portfolio/2026-wellpath/wellpath/.git/refs/heads/dev: Copied (replaced existing)
2026/03/13 00:33:33 INFO  : Portfolio/2026-wellpath/wellpath/.git/refs/heads/main: Copied (replaced existing)
2026/03/13 00:33:33 INFO  : Portfolio/2026-wellpath/wellpath/build/22c144ef4f754b548cb88568e4391603/.filecache: Copied (replaced existing)
2026/03/13 00:33:34 INFO  : Portfolio/2026-wellpath/wellpath/build/22c144ef4f754b548cb88568e4391603/dart_build.d: Copied (replaced existing)
2026/03/13 00:33:35 INFO  : Portfolio/2026-wellpath/wellpath/build/22c144ef4f754b548cb88568e4391603/dart_build.stamp: Copied (replaced existing)
2026/03/13 00:33:36 INFO  : Portfolio/2026-wellpath/wellpath/test/widget_test.dart: Copied (replaced existing)
2026/03/13 00:33:37 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/hooks_runner/shared/objective_c/.lock: Copied (replaced existing)
2026/03/13 00:33:38 INFO  : Portfolio/2026-wellpath/wellpath/build/flutter_assets/AssetManifest.bin.json: Copied (replaced existing)
2026/03/13 00:33:39 INFO  : Portfolio/2026-wellpath/wellpath/build/flutter_assets/AssetManifest.bin: Copied (replaced existing)
2026/03/13 00:33:40 INFO  : Portfolio/2026-wellpath/wellpath/.git/logs/refs/remotes/origin/dev: Copied (replaced existing)
2026/03/13 00:33:40 INFO  : Portfolio/2026-wellpath/wellpath/.git/logs/refs/remotes/origin/main: Copied (replaced existing)
2026/03/13 00:33:41 INFO  : Portfolio/2026-wellpath/wellpath/build/flutter_assets/FontManifest.json: Copied (replaced existing)
2026/03/13 00:33:43 INFO  : Portfolio/2026-wellpath/wellpath/lib/core/theme/app_background.dart: Copied (new)
2026/03/13 00:33:44 INFO  : Portfolio/2026-wellpath/wellpath/lib/core/theme/app_theme.dart: Copied (new)
2026/03/13 00:33:45 INFO  : Portfolio/2026-wellpath/wellpath/.git/refs/remotes/origin/dev: Copied (replaced existing)
2026/03/13 00:33:45 INFO  : Portfolio/2026-wellpath/wellpath/.git/refs/remotes/origin/main: Copied (replaced existing)
2026/03/13 00:33:47 INFO  : Portfolio/2026-wellpath/wellpath/build/native_hooks/.last_build_id: Copied (replaced existing)
2026/03/13 00:33:48 INFO  : Portfolio/2026-wellpath/wellpath/macos/Flutter/GeneratedPluginRegistrant.swift: Copied (replaced existing)
2026/03/13 00:33:50 INFO  : Portfolio/2026-wellpath/wellpath/build/flutter_assets/NOTICES: Copied (replaced existing)
2026/03/13 00:33:50 INFO  : Portfolio/2026-wellpath/wellpath/build/web/.last_build_id: Copied (replaced existing)
2026/03/13 00:33:52 INFO  : Portfolio/2026-wellpath/wellpath/windows/flutter/generated_plugin_registrant.cc: Copied (replaced existing)
2026/03/13 00:33:52 INFO  : Portfolio/2026-wellpath/wellpath/windows/flutter/generated_plugins.cmake: Copied (replaced existing)
2026/03/13 00:33:54 INFO  : Portfolio/2026-wellpath/wellpath/ios/Runner/GeneratedPluginRegistrant.m: Copied (replaced existing)
2026/03/13 00:33:54 INFO  : Portfolio/2026-wellpath/wellpath/build/web/flutter.js: Copied (replaced existing)
2026/03/13 00:33:56 INFO  : Portfolio/2026-wellpath/wellpath/build/web/flutter_bootstrap.js: Copied (replaced existing)
2026/03/13 00:33:56 INFO  : Portfolio/2026-wellpath/wellpath/build/web/flutter_service_worker.js: Copied (replaced existing)
2026/03/13 00:33:58 INFO  : Portfolio/2026-wellpath/wellpath/lib/features/auth/presentation/login_screen.dart: Copied (replaced existing)
2026/03/13 00:33:59 INFO  : Portfolio/2026-wellpath/wellpath/build/flutter_assets/shaders/ink_sparkle.frag: Copied (replaced existing)
2026/03/13 00:34:01 INFO  : Portfolio/2026-wellpath/wellpath/build/flutter_assets/shaders/stretch_effect.frag: Copied (replaced existing)
2026/03/13 00:34:03 INFO  : Portfolio/2026-wellpath/wellpath/build/web/main.dart.js: Copied (replaced existing)
2026/03/13 00:34:05 INFO  : Portfolio/2026-wellpath/wellpath/build/flutter_assets/assets/animated-gifs/20260312_asset_animated_text_wellpath_landing_page_header_1.0.0.gif: Copied (new)
2026/03/13 00:34:07 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Extension State/LOG.old: Copied (replaced existing)
2026/03/13 00:34:08 INFO  : Portfolio/2026-wellpath/wellpath/build/web/assets/NOTICES: Copied (replaced existing)
2026/03/13 00:34:08 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Extension State/LOG: Copied (replaced existing)
2026/03/13 00:34:11 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/canvaskit.js: Copied (replaced existing)
2026/03/13 00:34:12 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/canvaskit.js.symbols: Copied (replaced existing)
2026/03/13 00:34:15 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33881.indexeddb.leveldb/000004.log: Copied (new)
2026/03/13 00:34:17 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33881.indexeddb.leveldb/000005.ldb: Copied (new)
2026/03/13 00:34:19 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33881.indexeddb.leveldb/CURRENT: Copied (new)
2026/03/13 00:34:20 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33881.indexeddb.leveldb/LOCK: Copied (new)
2026/03/13 00:34:21 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33881.indexeddb.leveldb/LOG: Copied (new)
2026/03/13 00:34:22 INFO  : 
Transferred:   	  119.398 MiB / 159.353 MiB, 75%, 1.702 MiB/s, ETA 23s
Errors:                 1 (retrying may help)
Checks:              1543 / 1543, 100%, Listed 4890
Transferred:          228 / 325, 70%
Elapsed time:       3m0.0s
Transferring:
 * Portfolio/2026-wellpat….cache.dill.track.dill: 88% /56.017Mi, 713.853Ki/s, 8s
 * Portfolio/2026-wellpat….cache.dill.track.dill: 77% /58.591Mi, 646.622Ki/s, 21s
 * Portfolio/2026-wellpat…nvaskit/canvaskit.wasm: 93% /6.824Mi, 582.907Ki/s, 0s
 * Portfolio/2026-wellpat…eveldb/MANIFEST-000001:  0% /71, 0/s, -

2026/03/13 00:34:23 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33881.indexeddb.leveldb/MANIFEST-000001: Copied (new)
2026/03/13 00:34:25 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/canvaskit.wasm: Copied (replaced existing)
2026/03/13 00:34:26 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_45009.indexeddb.leveldb/000004.log: Copied (new)
2026/03/13 00:34:26 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_45009.indexeddb.leveldb/000005.ldb: Copied (new)
2026/03/13 00:34:28 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_45009.indexeddb.leveldb/CURRENT: Copied (new)
2026/03/13 00:34:28 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_45009.indexeddb.leveldb/LOCK: Copied (new)
2026/03/13 00:34:30 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_45009.indexeddb.leveldb/MANIFEST-000001: Copied (new)
2026/03/13 00:34:30 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_45009.indexeddb.leveldb/LOG: Copied (new)
2026/03/13 00:34:31 INFO  : Portfolio/2026-wellpath/wellpath/build/6ab642d2d29d49c7c5f5a6d85fcef46b.cache.dill.track.dill: Copied (replaced existing)
2026/03/13 00:34:31 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/07/3f72e9e4e0c3fc445d807e2a90fb8b9ce14b6e: Copied (new)
2026/03/13 00:34:33 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/skwasm.js: Copied (replaced existing)
2026/03/13 00:34:35 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/skwasm.js.symbols: Copied (replaced existing)
2026/03/13 00:34:37 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/skwasm_heavy.js: Copied (replaced existing)
2026/03/13 00:34:38 INFO  : Portfolio/2026-wellpath/wellpath/build/8730b13ca0249799964d0a71255a8f3b.cache.dill.track.dill: Copied (replaced existing)
2026/03/13 00:34:38 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/skwasm_heavy.js.symbols: Copied (replaced existing)
2026/03/13 00:34:39 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/skwasm.wasm: Copied (replaced existing)
2026/03/13 00:34:40 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Session_13417782942436028: Copied (new)
2026/03/13 00:34:40 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Session_13417521215005740: Copied (new)
2026/03/13 00:34:41 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Tabs_13417521215692611: Copied (new)
2026/03/13 00:34:42 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/GCM Store/000003.log: Copied (replaced existing)
2026/03/13 00:34:42 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/skwasm_heavy.wasm: Copied (replaced existing)
2026/03/13 00:34:42 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Tabs_13417782944879156: Copied (new)
2026/03/13 00:34:42 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/GCM Store/LOG.old: Copied (replaced existing)
2026/03/13 00:34:43 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/0e/aa140b047dcfdb1316570b43fcb1e5d971a6a8: Copied (new)
2026/03/13 00:34:43 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/GCM Store/LOG: Copied (replaced existing)
2026/03/13 00:34:44 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/0e/9b74431a177dcbfe50252a5e424f4c3a047a04: Copied (new)
2026/03/13 00:34:45 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/chromium/canvaskit.js.symbols: Copied (replaced existing)
2026/03/13 00:34:45 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/chromium/canvaskit.js: Copied (replaced existing)
2026/03/13 00:34:46 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/1e/4d2d2e2d5c668de4757c94034cebc04aaaab52: Copied (new)
2026/03/13 00:34:47 INFO  : Portfolio/2026-wellpath/wellpath/build/web/assets/fonts/MaterialIcons-Regular.otf: Copied (replaced existing)
2026/03/13 00:34:47 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/20/72dea9696509949304062be4a8311b4ed0c79b: Copied (new)
2026/03/13 00:34:48 INFO  : Portfolio/2026-wellpath/wellpath/build/web/canvaskit/chromium/canvaskit.wasm: Copied (replaced existing)
2026/03/13 00:34:48 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/2b/38c8523d517dacaae8dfb6ab2347c05e7173ab: Copied (new)
2026/03/13 00:34:49 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/GCM Store/Encryption/LOG.old: Copied (replaced existing)
2026/03/13 00:34:49 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/GCM Store/Encryption/LOG: Copied (replaced existing)
2026/03/13 00:34:50 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/2e/a39f1d07b98725c3545b5332a38093f2d9ba0f: Copied (new)
2026/03/13 00:34:50 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Local Storage/leveldb/000003.log: Copied (replaced existing)
2026/03/13 00:34:50 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Local Storage/leveldb/LOG.old: Copied (replaced existing)
2026/03/13 00:34:50 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Local Storage/leveldb/LOG: Copied (replaced existing)
2026/03/13 00:34:51 INFO  : Portfolio/2026-wellpath/wellpath/build/web/assets/shaders/ink_sparkle.frag: Copied (replaced existing)
2026/03/13 00:34:51 INFO  : Portfolio/2026-wellpath/wellpath/build/web/assets/shaders/stretch_effect.frag: Copied (replaced existing)
2026/03/13 00:34:52 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/java/io/flutter/plugins/GeneratedPluginRegistrant.java: Copied (replaced existing)
2026/03/13 00:34:53 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/3f/7fc41bec21cfda975b9d0feac552cf1b1613f1: Copied (new)
2026/03/13 00:34:54 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/4a/ff325f659b238f2f0d1358a75b5ef74d177315: Copied (new)
2026/03/13 00:34:54 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/47/8b211063a3b76b585d10d205b4cddb857274ee: Copied (new)
2026/03/13 00:34:54 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Session Storage/000003.log: Copied (replaced existing)
2026/03/13 00:34:54 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/47/89737a178943e33ccd5c80cdb7a35cc6533e91: Copied (new)
2026/03/13 00:34:55 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Session Storage/LOG: Copied (replaced existing)
2026/03/13 00:34:55 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Session Storage/LOG.old: Copied (replaced existing)
2026/03/13 00:34:55 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/4d/56d2f73c1e303e51db914069eb6019c8e0601d: Copied (new)
2026/03/13 00:34:56 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/4f/00e1e8a6d6d25821171385613426907fca4a94: Copied (new)
2026/03/13 00:34:57 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/50/0d7e9bf5dfcdf1847e44ad44832eb1f8b2432c: Copied (new)
2026/03/13 00:34:58 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/54/4762b4e2e2bb7ebdab2fc9ec5f9bd83c2fa9aa: Copied (new)
2026/03/13 00:34:58 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/55/f431bf0fd6420ba6f27b4186cac64d4a10cd86: Copied (new)
2026/03/13 00:34:59 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/5a/734daf1688c59d3b19e50c4e4ac49bf70e92ed: Copied (new)
2026/03/13 00:34:59 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/55/171c49ee7b434a56fa57b29c0a7546ad1604f6: Copied (new)
2026/03/13 00:34:59 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/5b/06b9fb6c4a198a5eb5d7b8029411b0ef60a1fb: Copied (new)
2026/03/13 00:35:00 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/LOG.old: Copied (replaced existing)
2026/03/13 00:35:00 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/LOG: Copied (replaced existing)
2026/03/13 00:35:00 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/000004.log: Copied (replaced existing)
2026/03/13 00:35:01 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/000003.log: Copied (replaced existing)
2026/03/13 00:35:01 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/MANIFEST-000001: Copied (replaced existing)
2026/03/13 00:35:02 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/5f/15e5b1f58d8f74544948c11ad11aceeb13df45: Copied (new)
2026/03/13 00:35:02 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/5f/40477397b1e2fae800d762e689fdc386f2b5a4: Copied (new)
2026/03/13 00:35:02 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Site Characteristics Database/000003.log: Copied (replaced existing)
2026/03/13 00:35:03 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/65/43e6fa27af6f35deb93bddd4ffa565562643fb: Copied (new)
2026/03/13 00:35:03 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Site Characteristics Database/LOG.old: Copied (replaced existing)
2026/03/13 00:35:03 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Site Characteristics Database/LOG: Copied (replaced existing)
2026/03/13 00:35:04 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/Database/LOG.old: Copied (replaced existing)
2026/03/13 00:35:04 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/Database/LOG: Copied (replaced existing)
2026/03/13 00:35:05 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/WebStorage/QuotaManager: Copied (replaced existing)
2026/03/13 00:35:05 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/71/565cac07b210efcba727d088c700ef667fb35e: Copied (new)
2026/03/13 00:35:06 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/metadata/000003.log: Copied (replaced existing)
2026/03/13 00:35:06 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/78/ba9d3ddec00d18ff8098569c88605f2e577690: Copied (new)
2026/03/13 00:35:06 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/metadata/LOG.old: Copied (replaced existing)
2026/03/13 00:35:06 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/metadata/LOG: Copied (replaced existing)
2026/03/13 00:35:07 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/7a/3286f365ed3df2e76be68397fb707b0cb0d3b5: Copied (new)
2026/03/13 00:35:08 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sync Data/LevelDB/LOG.old: Copied (replaced existing)
2026/03/13 00:35:08 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/81/ff222a8795aba5beab843b015da8d1d1938e8f: Copied (new)
2026/03/13 00:35:08 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sync Data/LevelDB/LOG: Copied (replaced existing)
2026/03/13 00:35:09 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/7f/77fb5a0d59f8570ae1a732e7e14a62de563466: Copied (new)
2026/03/13 00:35:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Shared Dictionary/cache/index-dir/the-real-index: Copied (replaced existing)
2026/03/13 00:35:10 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/85/920ff01fce923c9ed827ce74b01e43b7c98742: Copied (new)
2026/03/13 00:35:10 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/8f/05450def831dafe28fc4b1a2b620f83314e5dd: Copied (new)
2026/03/13 00:35:11 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/91/000c8ab27b8ddb60eb5c142666a5195508ae87: Copied (new)
2026/03/13 00:35:12 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/92/8e88f9c2a5b9b8fcfe2f1a541b14ed57ff8335: Copied (new)
2026/03/13 00:35:12 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/ab/4ec4ca10a120314fe68fa8a0589de6b7a1c9fd: Copied (new)
2026/03/13 00:35:12 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/a1/4db44b355b2f967bed87a79aa0299c8a34079e: Copied (new)
2026/03/13 00:35:13 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/ab/b54e2f7b375bd0ca1e6e871ae6d886c72c9633: Copied (new)
2026/03/13 00:35:13 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/b4/55bd072ebf847ea00baf2edc4d964afae5f3c6: Copied (new)
2026/03/13 00:35:13 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/be/638ae6ff0960757cfbc9368410bbb466b66445: Copied (new)
2026/03/13 00:35:14 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/d7/afa5507c9b94ce34fc36264d76959533e89c23: Copied (new)
2026/03/13 00:35:15 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/d0/6c0a350ab6141031e951343e1a4aae199f45cb: Copied (new)
2026/03/13 00:35:15 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/d9/9ee6d82a24308506ffaf4a33e7276c576ba06d: Copied (new)
2026/03/13 00:35:15 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/c9/6238c9dfef17447404c0e84e61ce7e5836f8c8: Copied (new)
2026/03/13 00:35:17 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/f9/6190ec24dd856ed54ef7c2521eb2aff5b671c0: Copied (new)
2026/03/13 00:35:17 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/fa/9c3f346832cb2bc1f60f5da1a9270ad9d85afe: Copied (new)
2026/03/13 00:35:17 INFO  : Systems/QSpace/2026-qspace-pages/pages/android/app/src/main/java/io/flutter/plugins: Set directory modification time (using SetModTime)
2026/03/13 00:35:18 INFO  : Systems/QSpace/2026-qspace-pages/pages/android/app/src/main/java/io/flutter: Set directory modification time (using SetModTime)
2026/03/13 00:35:18 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/java/io/flutter/plugins: Set directory modification time (using SetModTime)
2026/03/13 00:35:18 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/logs/refs/remotes/origin/refactor: Set directory modification time (using SetModTime)
2026/03/13 00:35:18 INFO  : Systems/QSpace/2026-qspace-pages/pages/android/app/src/main/java/io: Set directory modification time (using SetModTime)
2026/03/13 00:35:18 INFO  : Systems/Sconl/Spark/GitHub/Sconl/.git/logs/refs/remotes/origin: Set directory modification time (using SetModTime)
2026/03/13 00:35:18 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/java/io/flutter: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/java/io: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/logs/refs/heads/refactor: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Systems/Sconl/Spark/GitHub/Sconl/.git/logs/refs/remotes: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/refs/remotes/origin/refactor: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Systems/Sconl/Spark/GitHub/Sconl/.git/logs/refs/heads: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Systems/QSpace/2026-qspace-pages/pages/android/app/src/main/java: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Systems/Sconl/Spark/GitHub/Sconl/.git/refs/remotes/origin: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/logs/refs/remotes/origin: Set directory modification time (using SetModTime)
2026/03/13 00:35:19 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Shared Dictionary/cache/index-dir: Set directory modification time (using SetModTime)
2026/03/13 00:35:20 INFO  : Systems/Sconl/Spark/GitHub/Sconl/.git/refs/remotes: Set directory modification time (using SetModTime)
2026/03/13 00:35:20 INFO  : Systems/QSpace/2026-qspace-pages/pages/android/app/src/main: Set directory modification time (using SetModTime)
